Date,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,AvgAHH,AvgAHA
2021-04-25,2020-21,Huesca,Getafe,0,2,A,2.87,2.9,2.81,1.99,1.94
2021-04-25,2020-21,Villarreal,Barcelona,1,2,A,4.63,4.3,1.66,2.04,1.89
2021-04-25,2020-21,Celta,Osasuna,2,1,H,2.23,3.41,3.27,1.95,1.98
2021-04-25,2020-21,Sevilla,Granada,2,1,H,1.41,4.7,7.85,1.99,1.91
2021-04-25,2020-21,Ath Bilbao,Ath Madrid,2,1,H,4.3,3.39,1.91,1.95,1.95
2021-04-26,2020-21,Eibar,Sociedad,0,1,A,4.12,3.5,1.92,1.97,1.93
2021-04-28,2020-21,Ath Bilbao,Valladolid,2,2,D,1.86,3.24,4.99,1.9,2.03
2021-04-29,2020-21,Barcelona,Granada,1,2,A,1.15,8.26,17.6,2.0,1.93
2021-04-30,2020-21,Celta,Levante,2,0,H,1.85,3.63,4.39,1.89,2.04
2021-05-01,2020-21,Eibar,Alaves,3,0,H,2.52,3.12,3.07,2.08,1.73
2021-05-01,2020-21,Elche,Ath Madrid,0,1,A,9.0,4.45,1.41,1.9,2.03
2021-05-01,2020-21,Huesca,Sociedad,1,0,H,3.76,3.49,2.03,1.86,2.07
2021-05-01,2020-21,Real Madrid,Osasuna,2,0,H,1.37,4.9,8.73,1.91,2.02
2021-05-02,2020-21,Valladolid,Betis,1,1,D,3.16,3.47,2.26,1.94,1.99
2021-05-02,2020-21,Villarreal,Getafe,1,0,H,2.17,3.0,3.92,1.87,2.06
2021-05-02,2020-21,Granada,Cadiz,0,1,A,1.83,3.41,4.85,1.84,2.09
2021-05-02,2020-21,Valencia,Barcelona,2,3,A,7.52,5.41,1.37,1.91,2.02
2021-05-03,2020-21,Sevilla,Ath Bilbao,0,1,A,1.6,3.94,5.92,1.83,2.1
2021-05-07,2020-21,Sociedad,Elche,2,0,H,1.5,4.08,7.53,1.88,2.05
2021-05-08,2020-21,Alaves,Levante,2,2,D,2.14,3.34,3.61,1.91,2.02
2021-05-08,2020-21,Barcelona,Ath Madrid,0,0,D,1.8,3.7,4.51,2.08,1.85
2021-05-08,2020-21,Cadiz,Huesca,2,1,H,3.63,3.21,2.17,2.04,1.89
2021-05-08,2020-21,Ath Bilbao,Osasuna,2,2,D,1.81,3.51,4.76,1.84,2.09
2021-05-09,2020-21,Getafe,Eibar,0,1,A,2.24,3.07,3.63,1.97,1.96
2021-05-09,2020-21,Valencia,Valladolid,3,0,H,2.05,3.34,3.88,2.06,1.87
2021-05-09,2020-21,Villarreal,Celta,2,4,A,1.96,3.63,3.79,2.02,1.91
2021-05-09,2020-21,Real Madrid,Sevilla,2,2,D,1.97,3.65,3.76,2.02,1.91
2021-05-10,2020-21,Betis,Granada,2,1,H,1.78,3.73,4.62,2.08,1.85
2021-05-11,2020-21,Osasuna,Cadiz,3,2,H,1.97,3.38,4.09,1.98,1.92
2021-05-11,2020-21,Elche,Alaves,0,2,A,2.91,3.03,2.68,2.04,1.86
2021-05-11,2020-21,Levante,Barcelona,3,3,D,11.88,7.52,1.21,1.98,1.92
2021-05-12,2020-21,Sevilla,Valencia,1,0,H,1.46,4.57,6.97,2.08,1.82
2021-05-12,2020-21,Celta,Getafe,1,0,H,2.38,3.24,3.11,2.04,1.86
2021-05-12,2020-21,Huesca,Ath Bilbao,1,0,H,2.53,3.22,2.93,1.83,2.07
2021-05-12,2020-21,Ath Madrid,Sociedad,2,1,H,1.6,3.93,5.97,1.79,2.11
2021-05-13,2020-21,Valladolid,Villarreal,0,2,A,3.81,3.58,1.97,1.91,1.99
2021-05-13,2020-21,Eibar,Betis,1,1,D,2.8,3.38,2.53,2.05,1.85
2021-05-13,2020-21,Granada,Real Madrid,1,4,A,8.17,4.83,1.39,1.99,1.91
2021-05-16,2020-21,Alaves,Granada,4,2,H,1.85,3.64,4.26,1.89,2.04
2021-05-16,2020-21,Ath Bilbao,Real Madrid,0,1,A,5.46,4.23,1.59,1.86,2.07
2021-05-16,2020-21,Ath Madrid,Osasuna,2,1,H,1.23,5.87,14.66,1.77,2.02
2021-05-16,2020-21,Barcelona,Celta,1,2,A,1.23,6.79,10.89,2.02,1.77
2021-05-16,2020-21,Betis,Huesca,1,0,H,1.83,3.75,4.25,1.9,2.03
2021-05-16,2020-21,Cadiz,Elche,1,3,A,3.22,3.13,2.38,1.91,2.02
2021-05-16,2020-21,Getafe,Levante,2,1,H,1.63,3.84,5.76,1.83,2.07
2021-05-16,2020-21,Sociedad,Valladolid,4,1,H,1.65,3.76,5.72,1.87,2.06
2021-05-16,2020-21,Valencia,Eibar,4,1,H,2.86,3.41,2.45,2.11,1.82
2021-05-16,2020-21,Villarreal,Sevilla,4,0,H,2.42,3.45,2.89,2.09,1.84
2021-05-21,2020-21,Levante,Cadiz,2,2,D,1.79,4.05,4.14,2.06,1.87
2021-05-22,2020-21,Celta,Betis,2,3,A,3.21,3.81,2.1,2.04,1.89
2021-05-22,2020-21,Eibar,Barcelona,0,1,A,4.41,4.42,1.66,2.08,1.75
2021-05-22,2020-21,Elche,Ath Bilbao,2,0,H,1.98,3.65,3.72,2.02,1.91
2021-05-22,2020-21,Huesca,Valencia,0,0,D,1.67,4.21,4.81,1.9,2.03
2021-05-22,2020-21,Osasuna,Sociedad,0,1,A,5.05,4.33,1.62,1.83,2.1
2021-05-22,2020-21,Real Madrid,Villarreal,2,1,H,1.42,5.06,6.85,1.94,1.99
2021-05-22,2020-21,Valladolid,Ath Madrid,1,2,A,9.24,5.19,1.34,1.86,2.07
2021-05-23,2020-21,Granada,Getafe,0,0,D,2.68,3.37,2.63,2.03,1.9
2021-05-23,2020-21,Sevilla,Alaves,1,0,H,1.53,4.44,6.08,1.91,2.02
2021-08-13,2021-22,Valencia,Getafe,1,0,H,2.62,2.99,3.05,1.82,2.11
2021-08-14,2021-22,Cadiz,Levante,1,1,D,2.77,3.23,2.63,2.01,1.92
2021-08-14,2021-22,Mallorca,Betis,1,1,D,3.34,3.31,2.23,1.97,1.96
2021-08-14,2021-22,Alaves,Real Madrid,1,4,A,6.95,4.56,1.45,1.85,2.08
2021-08-14,2021-22,Osasuna,Espanol,0,0,D,2.28,3.24,3.31,1.99,1.94
2021-08-15,2021-22,Celta,Ath Madrid,1,2,A,4.14,3.29,1.97,1.88,2.05
2021-08-15,2021-22,Barcelona,Sociedad,4,2,H,1.73,4.06,4.41,1.97,1.96
2021-08-15,2021-22,Sevilla,Vallecano,3,0,H,1.44,4.36,7.67,2.11,1.82
2021-08-16,2021-22,Villarreal,Granada,0,0,D,1.53,4.17,6.3,1.97,1.96
2021-08-16,2021-22,Elche,Ath Bilbao,0,0,D,3.77,3.27,2.08,1.82,2.11
2021-08-20,2021-22,Betis,Cadiz,1,1,D,1.51,4.23,6.72,1.89,2.04
2021-08-21,2021-22,Alaves,Mallorca,0,1,A,2.28,3.16,3.36,1.99,1.94
2021-08-21,2021-22,Espanol,Villarreal,0,0,D,3.06,3.35,2.34,1.88,2.05
2021-08-21,2021-22,Granada,Valencia,1,1,D,2.51,3.28,2.9,1.82,2.11
2021-08-21,2021-22,Ath Bilbao,Barcelona,1,1,D,4.09,3.61,1.88,2.01,1.92
2021-08-22,2021-22,Sociedad,Vallecano,1,0,H,1.45,4.39,7.2,1.75,2.05
2021-08-22,2021-22,Ath Madrid,Elche,1,0,H,1.22,5.86,16.19,2.1,1.83
2021-08-22,2021-22,Levante,Real Madrid,3,3,D,4.88,4.19,1.64,1.73,2.08
2021-08-23,2021-22,Getafe,Sevilla,0,1,A,3.51,3.14,2.24,1.98,1.95
2021-08-23,2021-22,Osasuna,Celta,0,0,D,2.64,3.18,2.78,1.92,2.01
2021-08-27,2021-22,Mallorca,Espanol,1,0,H,2.63,2.93,3.06,1.81,2.13
2021-08-27,2021-22,Valencia,Alaves,3,0,H,1.77,3.53,4.96,2.04,1.89
2021-08-28,2021-22,Celta,Ath Bilbao,0,1,A,2.46,3.18,3.03,2.14,1.8
2021-08-28,2021-22,Elche,Sevilla,1,1,D,5.16,3.48,1.76,1.88,2.05
2021-08-28,2021-22,Sociedad,Levante,1,0,H,1.56,4.16,5.88,2.0,1.93
2021-08-28,2021-22,Betis,Real Madrid,0,1,A,4.12,3.79,1.83,1.73,2.08
2021-08-29,2021-22,Barcelona,Getafe,2,1,H,1.38,4.79,8.05,1.95,1.98
2021-08-29,2021-22,Cadiz,Osasuna,2,3,A,3.15,3.04,2.47,1.8,2.14
2021-08-29,2021-22,Vallecano,Granada,4,0,H,2.57,3.18,2.87,1.86,2.07
2021-08-29,2021-22,Ath Madrid,Villarreal,2,2,D,1.76,3.42,5.24,2.05,1.88
2021-09-11,2021-22,Levante,Vallecano,1,1,D,2.1,3.42,3.55,1.83,2.1
2021-09-11,2021-22,Ath Bilbao,Mallorca,2,0,H,1.72,3.59,5.2,2.01,1.92
2021-09-12,2021-22,Espanol,Ath Madrid,1,2,A,4.31,3.33,1.93,1.96,1.97
2021-09-12,2021-22,Osasuna,Valencia,1,4,A,2.44,3.13,3.09,2.11,1.82
2021-09-12,2021-22,Cadiz,Sociedad,0,2,A,5.09,3.55,1.74,1.91,2.02
2021-09-12,2021-22,Real Madrid,Celta,5,2,H,1.37,5.2,7.83,2.07,1.86
2021-09-13,2021-22,Getafe,Elche,0,1,A,1.82,3.34,4.88,1.87,2.06
2021-09-13,2021-22,Granada,Betis,1,2,A,3.05,3.28,2.38,1.84,2.09
2021-09-17,2021-22,Celta,Cadiz,1,2,A,1.49,4.19,7.08,1.87,2.06
2021-09-18,2021-22,Vallecano,Getafe,3,0,H,2.44,2.95,3.33,2.09,1.84
2021-09-18,2021-22,Ath Madrid,Ath Bilbao,0,0,D,1.66,3.57,5.92,1.91,2.02
2021-09-18,2021-22,Elche,Levante,1,1,D,2.44,3.1,3.12,2.11,1.82
2021-09-18,2021-22,Alaves,Osasuna,0,2,A,3.04,3.04,2.55,2.13,1.81
2021-09-19,2021-22,Mallorca,Villarreal,0,0,D,3.45,3.11,2.26,1.96,1.97
2021-09-19,2021-22,Sociedad,Sevilla,0,0,D,2.6,3.19,2.82,1.89,2.04
2021-09-19,2021-22,Betis,Espanol,2,2,D,2.0,3.28,4.02,2.04,1.89
2021-09-19,2021-22,Valencia,Real Madrid,1,2,A,3.74,3.79,1.92,1.96,1.97
2021-09-20,2021-22,Barcelona,Granada,1,1,D,1.29,5.74,10.37,1.88,2.05
2021-09-21,2021-22,Getafe,Ath Madrid,1,2,A,6.11,3.46,1.68,1.96,1.94
2021-09-21,2021-22,Ath Bilbao,Vallecano,1,2,A,1.88,3.39,4.58,1.88,2.02
2021-09-21,2021-22,Levante,Celta,0,2,A,2.63,3.37,2.71,1.94,1.96
2021-09-22,2021-22,Espanol,Alaves,1,0,H,1.83,3.39,4.76,1.85,2.05
2021-09-22,2021-22,Sevilla,Valencia,3,1,H,1.63,3.84,5.56,1.85,2.05
2021-09-22,2021-22,Real Madrid,Mallorca,6,1,H,1.23,6.28,12.31,1.96,1.94
2021-09-22,2021-22,Villarreal,Elche,4,1,H,1.5,4.11,6.89,1.91,1.99
2021-09-23,2021-22,Granada,Sociedad,2,3,A,4.03,3.48,1.94,1.94,1.96
2021-09-23,2021-22,Osasuna,Betis,1,3,A,2.34,3.28,3.11,2.02,1.88
2021-09-23,2021-22,Cadiz,Barcelona,0,0,D,5.98,4.39,1.52,2.03,1.87
2021-09-25,2021-22,Alaves,Ath Madrid,1,0,H,7.15,3.94,1.53,1.92,2.01
2021-09-25,2021-22,Valencia,Ath Bilbao,1,1,D,2.6,3.2,2.82,1.88,2.05
2021-09-25,2021-22,Sevilla,Espanol,2,0,H,1.61,3.74,6.13,1.84,2.09
2021-09-25,2021-22,Real Madrid,Villarreal,0,0,D,1.49,4.66,6.0,1.82,2.11
2021-09-26,2021-22,Mallorca,Osasuna,2,3,A,2.74,3.14,2.72,1.96,1.97
2021-09-26,2021-22,Barcelona,Levante,3,0,H,1.43,4.98,6.7,2.02,1.91
2021-09-26,2021-22,Sociedad,Elche,1,0,H,1.43,4.33,8.31,2.1,1.83
2021-09-26,2021-22,Vallecano,Cadiz,3,1,H,1.62,3.78,5.76,1.85,2.08
2021-09-26,2021-22,Betis,Getafe,2,0,H,1.76,3.62,4.79,2.06,1.87
2021-09-27,2021-22,Celta,Granada,1,0,H,1.63,3.98,5.31,1.86,2.07
2021-10-01,2021-22,Ath Bilbao,Alaves,1,0,H,1.57,3.79,6.93,2.07,1.86
2021-10-02,2021-22,Osasuna,Vallecano,1,0,H,2.2,3.37,3.38,1.9,2.03
2021-10-02,2021-22,Mallorca,Levante,1,0,H,2.14,3.32,3.44,1.89,2.04
2021-10-02,2021-22,Cadiz,Valencia,0,0,D,3.31,3.07,2.36,1.86,2.07
2021-10-02,2021-22,Ath Madrid,Barcelona,2,0,H,1.92,3.47,4.12,1.92,2.01
2021-10-03,2021-22,Elche,Celta,1,0,H,3.35,3.15,2.29,1.91,2.02
2021-10-03,2021-22,Espanol,Real Madrid,2,1,H,4.99,4.03,1.65,2.05,1.88
2021-10-03,2021-22,Getafe,Sociedad,1,1,D,3.62,3.11,2.2,2.01,1.92
2021-10-03,2021-22,Villarreal,Betis,2,0,H,1.98,3.65,3.66,2.06,1.87
2021-10-03,2021-22,Granada,Sevilla,1,0,H,4.96,3.49,1.76,1.89,2.04
2021-10-16,2021-22,Levante,Getafe,0,0,D,2.52,2.92,3.21,2.14,1.8
2021-10-16,2021-22,Sociedad,Mallorca,1,0,H,1.43,4.42,8.11,2.05,1.88
2021-10-17,2021-22,Vallecano,Elche,2,1,H,1.81,3.54,4.67,1.84,2.09
2021-10-17,2021-22,Celta,Sevilla,0,1,A,3.41,3.17,2.24,1.97,1.96
2021-10-17,2021-22,Villarreal,Osasuna,1,2,A,1.67,3.83,5.21,1.91,2.02
2021-10-17,2021-22,Barcelona,Valencia,3,1,H,1.52,4.26,6.23,1.93,2.0
2021-10-18,2021-22,Alaves,Betis,0,1,A,3.5,3.33,2.15,2.04,1.89
2021-10-18,2021-22,Espanol,Cadiz,2,0,H,1.67,3.65,5.62,1.94,1.99
2021-10-22,2021-22,Osasuna,Granada,1,1,D,1.76,3.52,5.1,2.07,1.86
2021-10-23,2021-22,Valencia,Mallorca,2,2,D,1.68,3.78,5.37,,1.93
2021-10-23,2021-22,Cadiz,Alaves,0,2,A,2.59,2.94,3.14,2.15,1.68
2021-10-23,2021-22,Elche,Espanol,2,2,D,2.71,3.0,2.85,1.92,2.01
2021-10-23,2021-22,Ath Bilbao,Villarreal,2,1,H,2.46,3.14,3.05,2.13,1.81
2021-10-24,2021-22,Sevilla,Levante,5,3,H,1.45,4.33,7.52,1.75,2.05
2021-10-24,2021-22,Barcelona,Real Madrid,1,2,A,2.69,3.6,2.49,2.03,1.9
2021-10-24,2021-22,Betis,Vallecano,3,2,H,1.8,3.75,4.34,2.1,1.83
2021-10-24,2021-22,Ath Madrid,Sociedad,2,2,D,1.63,3.72,5.83,1.86,2.07
2021-10-25,2021-22,Getafe,Celta,0,3,A,2.61,2.96,3.02,1.85,2.08
2021-10-26,2021-22,Alaves,Elche,1,0,H,2.33,3.0,3.52,2.01,1.92
2021-10-26,2021-22,Espanol,Ath Bilbao,1,1,D,2.96,3.01,2.65,2.08,1.85
2021-10-26,2021-22,Villarreal,Cadiz,3,3,D,1.31,5.37,10.27,1.99,1.94
2021-10-27,2021-22,Mallorca,Sevilla,1,1,D,5.22,3.32,1.8,2.06,1.87
2021-10-27,2021-22,Vallecano,Barcelona,1,0,H,4.29,3.81,1.79,1.85,2.08
2021-10-27,2021-22,Betis,Valencia,4,1,H,1.85,3.58,4.32,1.89,2.04
2021-10-27,2021-22,Real Madrid,Osasuna,0,0,D,1.32,5.48,8.79,2.0,1.93
2021-10-28,2021-22,Celta,Sociedad,0,2,A,2.79,3.35,2.54,2.04,1.89
2021-10-28,2021-22,Granada,Getafe,1,1,D,2.58,2.86,3.18,1.81,2.13
2021-10-28,2021-22,Levante,Ath Madrid,2,2,D,5.56,3.66,1.67,1.99,1.94
2021-10-30,2021-22,Elche,Real Madrid,1,2,A,7.34,4.56,1.44,1.89,2.04
2021-10-30,2021-22,Sevilla,Osasuna,2,0,H,1.52,4.08,6.76,1.97,1.96
2021-10-30,2021-22,Valencia,Villarreal,2,0,H,2.91,3.42,2.41,1.81,2.13
2021-10-30,2021-22,Barcelona,Alaves,1,1,D,1.3,5.56,10.05,1.93,2.0
2021-10-31,2021-22,Cadiz,Mallorca,1,1,D,2.55,2.99,3.1,1.68,2.15
2021-10-31,2021-22,Ath Madrid,Betis,3,0,H,1.58,3.9,6.14,2.08,1.85
2021-10-31,2021-22,Getafe,Espanol,2,1,H,2.38,3.04,3.28,2.06,1.87
2021-10-31,2021-22,Sociedad,Ath Bilbao,1,1,D,2.12,3.19,3.77,1.85,2.08
2021-11-01,2021-22,Vallecano,Celta,0,0,D,2.38,3.32,3.04,2.07,1.86
2021-11-01,2021-22,Levante,Granada,0,3,A,1.98,3.42,3.9,2.03,1.9
2021-11-05,2021-22,Ath Bilbao,Cadiz,0,1,A,1.37,4.72,9.26,1.92,2.01
2021-11-06,2021-22,Espanol,Granada,2,0,H,1.88,3.41,4.56,1.91,2.02
2021-11-06,2021-22,Celta,Barcelona,3,3,D,3.32,3.57,2.13,2.06,1.87
2021-11-06,2021-22,Alaves,Levante,2,1,H,2.47,3.05,3.15,2.11,1.82
2021-11-06,2021-22,Real Madrid,Vallecano,2,1,H,1.36,5.22,7.75,2.02,1.77
2021-11-07,2021-22,Villarreal,Getafe,1,0,H,1.52,4.01,6.91,1.99,1.94
2021-11-07,2021-22,Valencia,Ath Madrid,3,3,D,4.34,3.26,1.94,1.94,1.99
2021-11-07,2021-22,Mallorca,Elche,2,2,D,2.04,3.1,4.21,2.08,1.85
2021-11-07,2021-22,Osasuna,Sociedad,0,2,A,3.09,3.27,2.36,1.86,2.07
2021-11-07,2021-22,Betis,Sevilla,0,2,A,2.93,3.26,2.48,2.08,1.73
2021-11-19,2021-22,Levante,Ath Bilbao,0,0,D,3.47,3.25,2.21,1.98,1.92
2021-11-20,2021-22,Celta,Villarreal,1,1,D,2.79,3.29,2.59,2.01,1.89
2021-11-20,2021-22,Sevilla,Alaves,2,2,D,1.43,4.36,8.37,2.05,1.85
2021-11-20,2021-22,Ath Madrid,Osasuna,1,0,H,1.41,4.36,8.85,2.04,1.86
2021-11-20,2021-22,Barcelona,Espanol,1,0,H,1.36,5.05,8.49,2.02,1.77
2021-11-21,2021-22,Getafe,Cadiz,4,0,H,2.0,3.1,4.39,2.02,1.88
2021-11-21,2021-22,Granada,Real Madrid,1,4,A,6.76,4.49,1.47,1.83,2.07
2021-11-21,2021-22,Elche,Betis,0,3,A,3.52,3.36,2.14,2.01,1.89
2021-11-21,2021-22,Sociedad,Valencia,0,0,D,1.72,3.8,4.79,1.97,1.93
2021-11-22,2021-22,Vallecano,Mallorca,3,1,H,1.82,3.46,4.68,1.84,2.06
2021-11-26,2021-22,Ath Bilbao,Granada,2,2,D,1.38,4.62,9.23,1.96,1.97
2021-11-27,2021-22,Alaves,Celta,1,2,A,2.97,3.12,2.56,2.13,1.81
2021-11-27,2021-22,Valencia,Vallecano,1,1,D,2.0,3.36,3.92,2.05,1.88
2021-11-27,2021-22,Mallorca,Getafe,0,0,D,2.29,2.95,3.61,1.98,1.95
2021-11-27,2021-22,Villarreal,Barcelona,1,3,A,2.73,3.41,2.56,2.01,1.92
2021-11-28,2021-22,Betis,Levante,3,1,H,1.66,4.1,4.84,1.89,2.04
2021-11-28,2021-22,Espanol,Sociedad,1,0,H,3.17,3.24,2.34,1.87,2.06
2021-11-28,2021-22,Cadiz,Ath Madrid,1,4,A,7.78,3.96,1.49,2.0,1.93
2021-11-28,2021-22,Real Madrid,Sevilla,2,1,H,1.67,3.94,4.91,1.91,2.02
2021-11-29,2021-22,Osasuna,Elche,1,1,D,1.85,3.4,4.63,1.88,2.05
2021-12-01,2021-22,Real Madrid,Ath Bilbao,1,0,H,4.35,2.74,5.5,2.07,1.9
2021-12-03,2021-22,Granada,Alaves,2,1,H,2.45,3.05,3.22,2.07,1.86
2021-12-04,2021-22,Sevilla,Villarreal,1,0,H,2.0,3.36,4.01,2.01,1.92
2021-12-04,2021-22,Barcelona,Betis,0,1,A,1.49,4.58,6.16,1.75,2.05
2021-12-04,2021-22,Ath Madrid,Mallorca,1,2,A,1.33,4.94,10.66,2.07,1.86
2021-12-04,2021-22,Sociedad,Real Madrid,0,2,A,3.26,3.42,2.21,1.96,1.97
2021-12-05,2021-22,Vallecano,Espanol,1,0,H,2.14,3.18,3.69,1.85,2.08
2021-12-05,2021-22,Elche,Cadiz,3,1,H,2.01,3.15,4.19,2.05,1.88
2021-12-05,2021-22,Levante,Osasuna,0,0,D,2.47,3.22,2.99,2.08,1.73
2021-12-05,2021-22,Celta,Valencia,1,2,A,2.1,3.32,3.63,1.82,2.11
2021-12-06,2021-22,Getafe,Ath Bilbao,0,0,D,3.46,2.98,2.34,1.92,2.01
2021-12-10,2021-22,Mallorca,Celta,0,0,D,2.54,2.97,3.15,1.73,2.08
2021-12-11,2021-22,Espanol,Levante,4,3,H,2.05,3.33,3.83,2.07,1.86
2021-12-11,2021-22,Alaves,Getafe,1,1,D,2.52,2.89,3.23,2.15,1.79
2021-12-11,2021-22,Valencia,Elche,2,1,H,1.77,3.53,4.95,2.08,1.85
2021-12-11,2021-22,Ath Bilbao,Sevilla,0,1,A,2.51,3.03,3.1,1.68,2.15
2021-12-12,2021-22,Villarreal,Vallecano,2,0,H,1.74,3.75,4.67,2.06,1.87
2021-12-12,2021-22,Osasuna,Barcelona,2,2,D,3.99,3.49,1.94,1.9,2.03
2021-12-12,2021-22,Betis,Sociedad,4,0,H,2.3,3.28,3.21,2.03,1.9
2021-12-12,2021-22,Real Madrid,Ath Madrid,2,0,H,2.09,3.46,3.52,1.86,2.07
2021-12-13,2021-22,Cadiz,Granada,1,1,D,2.59,3.09,2.95,1.81,2.13
2021-12-17,2021-22,Celta,Espanol,3,1,H,1.98,3.39,4.07,1.98,1.92
2021-12-18,2021-22,Vallecano,Alaves,2,0,H,1.79,3.52,4.91,2.06,1.84
2021-12-18,2021-22,Sociedad,Villarreal,1,3,A,2.2,3.27,3.44,1.91,1.99
2021-12-18,2021-22,Barcelona,Elche,3,2,H,1.33,5.16,9.3,1.99,1.91
2021-12-18,2021-22,Sevilla,Ath Madrid,2,1,H,2.74,2.98,2.83,1.92,1.98
2021-12-19,2021-22,Granada,Mallorca,4,1,H,2.49,3.05,3.09,2.14,1.77
2021-12-19,2021-22,Ath Bilbao,Betis,3,2,H,2.21,3.27,3.4,1.95,1.95
2021-12-19,2021-22,Getafe,Osasuna,1,0,H,2.46,2.88,3.36,2.09,1.81
2021-12-19,2021-22,Real Madrid,Cadiz,0,0,D,1.23,6.51,11.31,1.86,2.04
2021-12-20,2021-22,Levante,Valencia,3,4,A,2.69,3.23,2.71,1.94,1.96
2021-12-21,2021-22,Villarreal,Alaves,5,2,H,1.36,5.02,8.71,1.84,2.06
2021-12-21,2021-22,Sevilla,Barcelona,1,1,D,2.53,3.19,2.94,1.8,2.1
2021-12-22,2021-22,Granada,Ath Madrid,2,1,H,6.26,3.71,1.6,2.09,1.81
2021-12-22,2021-22,Ath Bilbao,Real Madrid,1,2,A,3.36,3.45,2.15,1.99,1.91
2021-12-31,2021-22,Valencia,Espanol,1,2,A,1.81,3.76,4.39,2.06,1.87
2022-01-02,2021-22,Getafe,Real Madrid,1,0,H,5.38,3.71,1.67,1.99,1.91
2022-01-02,2021-22,Ath Madrid,Vallecano,2,0,H,1.35,4.6,9.89,1.84,2.06
2022-01-02,2021-22,Elche,Granada,0,0,D,2.51,3.1,3.01,2.08,1.73
2022-01-02,2021-22,Alaves,Sociedad,1,1,D,3.44,3.11,2.27,1.95,1.95
2022-01-02,2021-22,Betis,Celta,0,2,A,1.75,3.75,4.58,2.0,1.9
2022-01-02,2021-22,Mallorca,Barcelona,0,1,A,3.55,3.32,2.12,1.98,1.92
2022-01-03,2021-22,Villarreal,Levante,5,0,H,1.42,4.81,7.09,1.93,1.97
2022-01-03,2021-22,Osasuna,Ath Bilbao,1,3,A,3.1,2.99,2.52,2.1,1.7
2022-01-03,2021-22,Cadiz,Sevilla,0,1,A,4.8,3.34,1.83,2.04,1.86
2022-01-08,2021-22,Levante,Mallorca,2,0,H,2.2,3.29,3.43,1.91,2.02
2022-01-08,2021-22,Sociedad,Celta,1,0,H,1.86,3.39,4.5,1.9,2.03
2022-01-08,2021-22,Granada,Barcelona,1,1,D,4.53,3.76,1.76,2.08,1.73
2022-01-08,2021-22,Real Madrid,Valencia,4,1,H,1.35,5.12,8.36,2.05,1.88
2022-01-09,2021-22,Vallecano,Betis,1,1,D,2.5,3.4,2.77,1.85,2.08
2022-01-09,2021-22,Sevilla,Getafe,1,0,H,1.59,3.57,7.06,2.05,1.75
2022-01-09,2021-22,Alaves,Ath Bilbao,0,0,D,3.91,3.31,2.0,1.88,2.05
2022-01-09,2021-22,Osasuna,Cadiz,2,0,H,1.75,3.35,5.48,2.06,1.87
2022-01-09,2021-22,Villarreal,Ath Madrid,2,2,D,2.78,3.21,2.61,2.03,1.9
2022-01-10,2021-22,Espanol,Elche,1,2,A,1.88,3.32,4.52,1.89,2.04
2022-01-16,2021-22,Elche,Villarreal,1,0,H,4.62,3.68,1.77,1.89,2.01
2022-01-18,2021-22,Betis,Alaves,4,0,H,1.49,4.32,6.94,1.81,2.09
2022-01-18,2021-22,Cadiz,Espanol,2,2,D,3.25,3.07,2.4,1.84,2.06
2022-01-19,2021-22,Celta,Osasuna,2,0,H,1.87,3.41,4.4,1.9,2.0
2022-01-19,2021-22,Valencia,Sevilla,1,1,D,3.23,3.16,2.33,1.85,2.05
2022-01-20,2021-22,Getafe,Granada,4,2,H,2.13,3.07,3.87,1.84,2.06
2022-01-21,2021-22,Espanol,Betis,1,4,A,3.19,3.32,2.31,1.89,2.01
2022-01-22,2021-22,Levante,Cadiz,0,2,A,1.77,3.58,4.78,2.05,1.85
2022-01-22,2021-22,Villarreal,Mallorca,3,0,H,1.4,4.57,8.11,1.94,1.96
2022-01-22,2021-22,Sevilla,Celta,2,2,D,1.76,3.54,4.97,2.03,1.87
2022-01-22,2021-22,Ath Madrid,Valencia,3,2,H,1.46,4.18,7.75,1.83,2.07
2022-01-23,2021-22,Granada,Osasuna,0,2,A,2.53,3.09,2.98,2.08,1.73
2022-01-23,2021-22,Real Madrid,Elche,2,2,D,1.15,7.62,17.08,1.85,2.05
2022-01-23,2021-22,Sociedad,Getafe,0,0,D,1.65,3.47,6.21,1.9,2.0
2022-01-23,2021-22,Vallecano,Ath Bilbao,0,1,A,2.8,2.91,2.83,1.95,1.95
2022-01-23,2021-22,Alaves,Barcelona,0,1,A,5.97,4.13,1.55,1.89,2.01
2022-02-04,2021-22,Getafe,Levante,3,0,H,2.03,3.12,4.32,2.06,1.84
2022-02-05,2021-22,Elche,Alaves,3,1,H,2.42,3.07,3.25,2.07,1.83
2022-02-05,2021-22,Mallorca,Cadiz,2,1,H,1.82,3.35,4.81,2.02,1.77
2022-02-05,2021-22,Celta,Vallecano,2,0,H,1.95,3.32,4.15,1.99,1.91
2022-02-05,2021-22,Osasuna,Sevilla,0,0,D,3.51,3.12,2.22,1.95,1.95
2022-02-06,2021-22,Valencia,Sociedad,0,0,D,2.83,3.22,2.56,2.06,1.84
2022-02-06,2021-22,Barcelona,Ath Madrid,4,2,H,2.3,3.33,3.14,1.99,1.91
2022-02-06,2021-22,Betis,Villarreal,0,2,A,2.38,3.52,2.85,2.07,1.83
