season,date,team,rival_team,home_adv,last_season_team,last_season_rival,pct_wins,avg_goals_scored,avg_goals_received,goal_difference,pct_wins_rival,avg_goals_scored_rival,avg_goals_received_rival,goal_difference_rival,pct_wins_vs_rival,avg_goals_scored_vs_rival,avg_goals_received_vs_rival,goal_difference_vs_rival,AvgH,AvgD,AvgA,goals_team,goals_rival,result
2009-10,2010-04-04,Almeria,Mallorca,1,12,9,0.5,1.3,0.9,4,0.4,1.2,1.2,0,0.2,0.8,1.4,-3,2.39,3.24,2.82,1,1,0
2009-10,2010-04-04,Santander,Real Madrid,1,11,2,0.1,0.7,1.5,-8,1.0,3.7,1.2,25,0.0,0.2,1.8,-8,9.36,4.99,1.29,0,2,-1
2009-10,2010-04-04,Getafe,Espanol,1,17,10,0.2,1.4,1.5,-1,0.3,0.8,1.0,-2,0.2,0.8,0.8,0,1.81,3.41,4.24,1,1,0
2009-10,2010-04-04,Valladolid,Villarreal,1,15,5,0.1,0.7,1.6,-9,0.4,1.2,1.4,-2,0.4,1.2,1.0,1,2.85,3.26,2.36,0,2,-1
2009-10,2010-04-04,Sp Gijon,Xerez,1,16,21,0.3,1.1,1.5,-4,0.4,1.6,1.6,0,0.0,0.0,0.0,0,1.74,3.43,4.65,2,2,0
2009-10,2010-04-04,Valencia,Osasuna,1,6,14,0.4,1.0,1.4,-4,0.3,0.8,1.1,-3,0.6,1.4,0.4,5,1.55,3.76,5.93,3,0,1
2009-10,2010-04-04,Ath Madrid,La Coruna,1,4,7,0.4,1.4,1.4,0,0.2,0.9,1.6,-7,0.8,2.2,0.8,7,1.8,3.46,4.21,3,0,1
2009-10,2010-04-10,Malaga,Sevilla,1,8,3,0.3,1.1,1.2,-1,0.3,1.2,1.3,-1,0.2,1.2,1.8,-3,3.18,3.28,2.16,1,2,-1
2009-10,2010-04-10,Real Madrid,Barcelona,1,2,1,1.0,3.6,1.1,25,0.8,2.5,0.9,16,0.4,1.4,2.0,-3,2.45,3.4,2.7,0,2,-1
2009-10,2010-04-10,Tenerife,Valladolid,1,21,15,0.2,1.2,2.2,-10,0.1,0.6,1.7,-11,0.0,3.0,3.0,0,1.97,3.28,3.69,0,0,0
2009-10,2010-04-10,Villarreal,Sp Gijon,1,5,16,0.5,1.4,1.2,2,0.3,1.3,1.6,-3,0.67,1.0,0.67,1,1.5,3.82,6.6,1,0,1
2009-10,2010-04-10,Xerez,Getafe,1,21,17,0.3,1.6,1.7,-1,0.2,1.5,1.6,-1,0.0,1.0,5.0,-4,2.7,3.26,2.47,0,1,-1
2009-10,2010-04-11,Ath Bilbao,Almeria,1,13,12,0.4,1.7,1.6,1,0.5,1.3,0.9,4,0.2,1.6,1.6,0,1.75,3.43,4.53,4,1,1
2009-10,2010-04-11,Espanol,Ath Madrid,1,10,4,0.2,0.8,1.1,-3,0.5,1.7,1.2,5,0.2,1.2,2.6,-7,2.51,3.19,2.7,3,0,1
2009-10,2010-04-11,La Coruna,Santander,1,7,11,0.2,0.8,1.6,-8,0.1,0.7,1.7,-10,0.6,1.8,1.0,4,1.98,3.29,3.68,1,1,0
2009-10,2010-04-11,Mallorca,Valencia,1,9,6,0.4,1.2,1.1,1,0.5,1.2,1.2,0,0.4,1.4,1.4,0,2.34,3.28,2.86,3,2,1
2009-10,2010-04-11,Osasuna,Zaragoza,1,14,21,0.2,0.6,1.4,-8,0.4,1.4,1.1,3,0.6,1.4,1.0,2,2.15,3.23,3.26,2,0,1
2009-10,2010-04-13,Sp Gijon,Tenerife,1,16,21,0.3,1.2,1.4,-2,0.2,1.2,2.1,-9,0.0,1.0,2.0,-1,1.88,3.33,4.03,0,2,-1
2009-10,2010-04-13,Valladolid,Sevilla,1,15,3,0.1,0.6,1.5,-9,0.4,1.3,1.2,1,0.2,1.0,1.8,-4,3.79,3.36,1.9,2,1,1
2009-10,2010-04-13,Getafe,Villarreal,1,17,5,0.3,1.5,1.4,1,0.6,1.5,1.1,4,0.0,1.4,2.6,-6,2.38,3.29,2.78,3,0,1
2009-10,2010-04-14,Ath Madrid,Xerez,1,4,21,0.5,1.6,1.4,2,0.3,1.4,1.5,-1,1.0,2.0,0.0,2,1.36,4.32,8.21,1,2,-1
2009-10,2010-04-14,Barcelona,La Coruna,1,1,7,0.8,2.5,0.8,17,0.2,0.9,1.7,-8,0.6,2.2,1.0,6,1.12,7.5,17.0,3,0,1
2009-10,2010-04-14,Osasuna,Malaga,1,14,8,0.2,0.7,1.4,-7,0.3,1.2,1.4,-2,0.2,1.6,2.0,-2,1.9,3.3,3.86,2,2,0
2009-10,2010-04-14,Santander,Espanol,1,11,10,0.1,0.7,1.7,-10,0.3,1.1,0.8,3,0.6,2.2,0.4,9,2.09,3.24,3.37,3,1,1
2009-10,2010-04-14,Zaragoza,Mallorca,1,21,9,0.3,1.2,1.2,0,0.4,1.4,1.3,1,0.2,1.6,2.2,-3,2.24,3.31,2.95,1,1,0
2009-10,2010-04-15,Almeria,Real Madrid,1,12,2,0.4,1.1,1.2,-1,0.9,3.3,1.3,20,0.2,1.2,2.2,-5,8.93,5.01,1.29,1,2,-1
2009-10,2010-04-15,Valencia,Ath Bilbao,1,6,13,0.4,1.2,1.5,-3,0.4,1.8,1.5,3,0.4,1.4,2.4,-5,1.59,3.68,5.43,2,0,1
2009-10,2010-04-17,Espanol,Barcelona,1,10,1,0.2,1.0,1.1,-1,0.9,2.7,0.6,21,0.2,0.8,1.0,-1,8.76,4.75,1.32,0,0,0
2009-10,2010-04-17,Sevilla,Sp Gijon,1,3,16,0.3,1.3,1.4,-1,0.3,1.1,1.5,-4,0.67,1.67,1.33,1,1.37,4.32,8.04,3,0,1
2009-10,2010-04-17,Villarreal,Ath Madrid,1,5,4,0.5,1.3,1.3,0,0.4,1.5,1.5,0,0.6,3.0,2.2,4,1.79,3.5,4.17,2,1,1
2009-10,2010-04-18,Tenerife,Getafe,1,21,17,0.2,1.3,2.1,-8,0.4,1.6,1.2,4,0.0,1.0,2.0,-1,2.36,3.25,2.83,3,2,1
2009-10,2010-04-18,Real Madrid,Valencia,1,2,6,0.9,3.2,1.4,18,0.5,1.3,1.4,-1,0.6,2.2,1.8,2,1.36,4.61,7.47,2,0,1
2009-10,2010-04-18,La Coruna,Almeria,1,7,12,0.2,0.9,1.8,-9,0.4,1.0,1.2,-2,0.4,0.8,1.0,-1,1.91,3.29,3.89,0,0,0
2009-10,2010-04-18,Malaga,Valladolid,1,8,15,0.2,1.1,1.6,-5,0.2,0.7,1.5,-8,0.4,1.6,1.4,1,1.94,3.29,3.76,0,0,0
2009-10,2010-04-18,Xerez,Santander,1,21,11,0.4,1.6,1.3,3,0.2,1.0,1.5,-5,0.0,2.0,3.0,-1,2.41,3.24,2.78,2,2,0
2009-10,2010-04-18,Ath Bilbao,Zaragoza,1,13,21,0.4,1.7,1.5,2,0.3,1.2,1.2,0,0.2,1.2,1.4,-1,1.73,3.47,4.58,0,0,0
2009-10,2010-04-19,Mallorca,Osasuna,1,9,14,0.4,1.5,1.3,2,0.2,0.9,1.5,-6,0.4,1.0,1.2,-1,1.59,3.61,5.64,2,0,1
2009-10,2010-04-24,Barcelona,Xerez,1,1,21,0.8,2.3,0.6,17,0.4,1.7,1.3,4,1.0,2.0,0.0,2,1.08,8.76,24.43,3,1,1
2009-10,2010-04-24,Valencia,La Coruna,1,6,7,0.4,1.1,1.5,-4,0.1,0.7,1.7,-10,0.4,2.2,1.4,4,1.42,4.18,7.14,1,0,1
2009-10,2010-04-24,Zaragoza,Real Madrid,1,21,2,0.3,1.1,0.9,2,0.9,2.8,1.2,16,0.0,0.8,2.6,-9,9.33,5.12,1.28,1,2,-1
2009-10,2010-04-25,Almeria,Espanol,1,12,10,0.3,0.9,1.2,-3,0.2,0.9,0.9,0,0.4,1.2,1.6,-2,2.16,3.11,3.36,0,1,-1
2009-10,2010-04-25,Ath Madrid,Tenerife,1,4,21,0.4,1.6,1.6,0,0.3,1.5,1.9,-4,0.0,1.0,1.0,0,1.71,3.59,4.53,3,1,1
2009-10,2010-04-25,Getafe,Sevilla,1,17,3,0.4,1.7,1.3,4,0.3,1.3,1.3,0,0.6,1.4,1.8,-2,2.7,3.26,2.45,4,3,1
2009-10,2010-04-25,Mallorca,Malaga,1,9,8,0.5,1.6,1.0,6,0.1,0.9,1.5,-6,0.2,1.4,1.8,-2,1.47,4.01,6.57,1,1,0
2009-10,2010-04-25,Santander,Villarreal,1,11,5,0.2,1.2,1.3,-1,0.6,1.3,0.8,5,0.0,0.2,1.4,-6,2.82,3.26,2.37,1,2,-1
2009-10,2010-04-25,Sp Gijon,Valladolid,1,16,15,0.2,0.8,1.7,-9,0.2,0.6,1.4,-8,0.67,1.67,1.33,1,2.2,3.22,3.14,0,2,-1
2009-10,2010-04-26,Osasuna,Ath Bilbao,1,14,13,0.2,0.8,1.6,-8,0.3,1.3,1.4,-1,0.4,0.8,1.0,-1,2.43,3.14,2.83,0,0,0
2009-10,2010-05-01,Tenerife,Santander,1,21,11,0.3,1.5,1.7,-2,0.2,1.3,1.3,0,0.0,0.0,2.0,-2,2.06,3.28,3.35,2,1,1
2009-10,2010-05-01,Espanol,Valencia,1,10,6,0.3,0.9,0.8,1,0.5,1.1,1.1,0,0.6,1.6,0.8,4,2.82,3.23,2.38,0,2,-1
2009-10,2010-05-01,Malaga,Sp Gijon,1,8,16,0.1,0.9,1.4,-5,0.1,0.5,1.7,-12,0.33,1.33,1.33,0,1.82,3.36,4.2,1,1,0
2009-10,2010-05-01,Xerez,Almeria,1,21,12,0.4,1.7,1.5,2,0.2,0.7,1.3,-6,0.0,0.0,1.0,-1,2.38,3.24,2.8,2,1,1
2009-10,2010-05-01,Valladolid,Getafe,1,15,17,0.3,0.7,1.2,-5,0.5,2.1,1.4,7,0.4,0.8,0.4,2,2.38,3.26,2.8,0,0,0
2009-10,2010-05-01,La Coruna,Zaragoza,1,7,21,0.1,0.7,1.7,-10,0.2,1.0,1.1,-1,0.2,1.0,1.0,0,2.37,3.26,2.79,0,1,-1
2009-10,2010-05-01,Villarreal,Barcelona,1,5,1,0.6,1.4,0.9,5,0.8,2.4,0.6,18,0.4,2.0,1.6,2,5.63,3.86,1.53,1,4,-1
2009-10,2010-05-02,Ath Bilbao,Mallorca,1,13,9,0.3,1.3,1.4,-1,0.4,1.5,1.0,5,0.2,1.2,1.6,-2,1.99,3.31,3.54,1,3,-1
2009-10,2010-05-02,Real Madrid,Osasuna,1,2,14,0.9,2.5,1.2,13,0.2,0.6,1.3,-7,0.6,1.6,0.8,4,1.11,7.86,19.43,3,2,1
2009-10,2010-05-02,Sevilla,Ath Madrid,1,3,4,0.3,1.6,1.7,-1,0.4,1.5,1.6,-1,0.4,1.4,1.6,-1,1.38,4.56,7.0,3,1,1
2009-10,2010-05-04,Almeria,Villarreal,1,12,5,0.2,0.6,1.3,-7,0.6,1.5,1.3,2,0.4,1.4,0.8,3,3.1,3.31,2.23,4,2,1
2009-10,2010-05-04,Barcelona,Tenerife,1,1,21,0.9,2.6,0.5,21,0.4,1.6,1.5,1,1.0,5.0,0.0,5,1.06,11.21,28.86,4,1,1
2009-10,2010-05-04,Getafe,Sp Gijon,1,17,16,0.5,2.1,1.4,7,0.1,0.6,1.5,-9,0.67,2.33,1.0,4,1.56,3.78,5.89,1,1,0
2009-10,2010-05-04,Valencia,Xerez,1,6,21,0.6,1.3,1.1,2,0.4,1.5,1.4,1,1.0,3.0,1.0,2,1.23,5.86,11.0,3,1,1
2009-10,2010-05-05,Mallorca,Real Madrid,1,9,2,0.4,1.5,1.1,4,0.9,2.5,1.2,13,0.2,1.4,2.2,-4,5.39,4.1,1.55,1,4,-1
2009-10,2010-05-05,Ath Bilbao,Malaga,1,13,8,0.2,1.2,1.7,-5,0.1,0.8,1.1,-3,0.2,1.2,1.4,-1,1.79,3.46,4.36,1,1,0
2009-10,2010-05-05,Ath Madrid,Valladolid,1,4,15,0.4,1.5,1.8,-3,0.3,0.7,1.0,-3,0.4,2.2,1.6,3,2.01,3.36,3.57,3,1,1
2009-10,2010-05-05,Santander,Sevilla,1,11,3,0.2,1.4,1.5,-1,0.4,1.7,1.5,2,0.4,1.2,1.8,-3,3.12,3.35,2.2,1,5,-1
2009-10,2010-05-05,Zaragoza,Espanol,1,21,10,0.3,1.0,1.0,0,0.3,0.9,1.0,-1,0.4,2.0,1.4,3,1.75,3.55,4.65,1,0,1
2009-10,2010-05-05,Osasuna,La Coruna,1,14,7,0.2,0.8,1.6,-8,0.0,0.4,1.7,-13,0.2,0.4,0.6,-1,1.7,3.59,4.84,3,1,1
2009-10,2010-05-08,Espanol,Osasuna,1,10,14,0.3,0.8,0.7,1,0.3,1.1,1.6,-5,0.4,0.6,1.0,-2,2.01,3.22,3.57,2,1,1
2009-10,2010-05-08,Getafe,Malaga,1,17,8,0.4,1.9,1.5,4,0.1,0.9,1.1,-2,0.4,1.4,1.6,-1,1.78,3.41,4.32,2,1,1
2009-10,2010-05-08,La Coruna,Mallorca,1,7,9,0.0,0.4,1.9,-15,0.4,1.6,1.2,4,0.0,0.4,1.0,-3,3.46,3.43,1.96,1,0,1
2009-10,2010-05-08,Real Madrid,Ath Bilbao,1,2,13,0.9,2.5,1.2,13,0.2,1.3,1.8,-5,0.8,2.4,1.0,7,1.11,8.14,17.29,5,1,1
2009-10,2010-05-08,Sevilla,Barcelona,1,3,1,0.5,2.1,1.5,6,0.9,2.7,0.6,21,0.0,0.4,2.8,-12,5.65,4.18,1.49,2,3,-1
2009-10,2010-05-08,Sp Gijon,Ath Madrid,1,16,4,0.1,0.7,1.6,-9,0.4,1.7,1.9,-2,0.0,1.67,3.67,-6,1.64,3.84,4.61,1,1,0
2009-10,2010-05-08,Tenerife,Almeria,1,21,12,0.3,1.3,1.8,-5,0.2,0.9,1.5,-6,0.0,1.0,1.0,0,1.66,3.71,4.64,2,2,0
2009-10,2010-05-08,Valladolid,Santander,1,15,11,0.3,0.7,0.9,-2,0.2,1.5,2.0,-5,0.0,0.6,1.6,-5,2.02,3.29,3.41,2,1,1
2009-10,2010-05-08,Villarreal,Valencia,1,5,6,0.5,1.5,1.7,-2,0.7,1.6,0.9,7,0.6,2.6,1.6,5,1.72,3.76,4.28,2,0,1
2009-10,2010-05-08,Xerez,Zaragoza,1,21,21,0.4,1.6,1.5,1,0.4,1.1,1.0,1,0.0,0.0,0.0,0,2.8,3.28,2.35,3,2,1
2009-10,2010-05-15,Almeria,Sevilla,1,12,3,0.2,1.1,1.5,-4,0.5,2.3,1.6,7,0.4,1.2,1.0,1,6.5,4.42,1.42,2,3,-1
2009-10,2010-05-15,Zaragoza,Villarreal,1,21,5,0.4,1.1,0.9,2,0.6,1.7,1.5,2,0.4,1.8,2.0,-1,3.79,3.61,1.84,3,3,0
2009-10,2010-05-15,Ath Bilbao,La Coruna,1,13,7,0.2,1.2,2.1,-9,0.1,0.5,1.7,-12,0.0,0.8,2.4,-8,1.77,3.51,4.31,2,0,1
2009-10,2010-05-15,Mallorca,Espanol,1,9,10,0.3,1.2,1.2,0,0.3,0.8,0.8,0,0.2,2.0,1.6,2,1.27,5.43,9.5,2,0,1
2009-10,2010-05-15,Ath Madrid,Getafe,1,4,17,0.4,1.7,1.6,1,0.5,1.9,1.4,5,0.4,1.0,0.8,1,4.51,4.0,1.64,0,3,-1
2009-10,2010-05-16,Barcelona,Valladolid,1,1,15,0.9,2.6,0.6,20,0.3,0.7,1.0,-3,0.8,3.0,0.4,13,1.04,11.43,29.0,4,0,1
2009-10,2010-05-16,Malaga,Real Madrid,1,8,2,0.0,0.8,1.3,-5,0.9,2.7,1.2,15,0.0,0.8,2.2,-7,9.29,5.57,1.26,1,1,0
2009-10,2010-05-16,Osasuna,Xerez,1,14,21,0.3,1.1,1.5,-4,0.4,1.7,1.6,1,1.0,2.0,1.0,1,2.31,3.41,2.82,1,1,0
2009-10,2010-05-16,Santander,Sp Gijon,1,11,16,0.1,1.3,2.1,-8,0.1,0.7,1.4,-7,1.0,1.33,0.0,4,1.28,5.11,9.36,2,0,1
2009-10,2010-05-16,Valencia,Tenerife,1,6,21,0.6,1.4,1.1,3,0.3,1.4,1.8,-4,0.0,0.0,0.0,0,2.17,3.51,2.96,1,0,1
2010-11,2010-08-28,Hercules,Ath Bilbao,1,21,8,0.0,0.0,0.0,0,0.3,1.4,1.9,-5,0.0,0.0,0.0,0,2.54,3.19,2.64,0,1,-1
2010-11,2010-08-28,Levante,Sevilla,1,21,4,0.2,1.0,2.2,-12,0.6,2.5,1.7,8,0.0,0.6,3.0,-12,3.46,3.31,2.02,1,4,-1
2010-11,2010-08-28,Malaga,Valencia,1,17,3,0.0,0.9,1.3,-4,0.6,1.4,1.1,3,0.0,0.2,1.0,-4,2.83,3.24,2.36,1,3,-1
2010-11,2010-08-29,Espanol,Getafe,1,11,6,0.3,0.8,1.0,-2,0.6,2.0,1.0,10,0.2,0.8,1.0,-1,2.09,3.24,3.38,3,1,1
2010-11,2010-08-29,La Coruna,Zaragoza,1,10,14,0.1,0.4,1.7,-13,0.4,1.4,1.1,3,0.0,0.4,0.8,-2,2.02,3.25,3.51,0,0,0
2010-11,2010-08-29,Mallorca,Real Madrid,1,5,2,0.4,1.4,1.2,2,0.8,2.4,1.1,13,0.2,1.0,2.2,-6,7.36,4.43,1.38,0,0,0
2010-11,2010-08-29,Osasuna,Almeria,1,12,13,0.3,1.2,1.4,-2,0.1,1.2,1.8,-6,0.6,1.4,1.2,1,1.98,3.27,3.61,0,0,0
2010-11,2010-08-29,Santander,Barcelona,1,16,1,0.2,1.5,2.1,-6,0.9,2.8,0.6,22,0.0,0.6,2.4,-9,12.29,5.79,1.22,0,3,-1
2010-11,2010-08-29,Sociedad,Villarreal,1,21,7,0.4,1.2,1.1,1,0.6,1.8,1.6,2,0.2,0.8,1.8,-5,2.84,3.21,2.37,1,0,1
2010-11,2010-08-30,Ath Madrid,Sp Gijon,1,9,15,0.3,1.5,1.9,-4,0.0,0.5,1.5,-10,0.75,3.0,1.5,6,1.52,3.81,5.96,4,0,1
2010-11,2010-09-11,Ath Bilbao,Ath Madrid,1,8,9,0.3,1.1,1.6,-5,0.4,1.7,1.6,1,0.6,1.4,1.8,-2,2.92,3.27,2.36,1,2,-1
2010-11,2010-09-11,Barcelona,Hercules,1,1,21,0.9,3.0,0.6,24,0.0,0.0,1.0,-1,0.0,0.0,0.0,0,1.06,10.57,26.0,0,2,-1
2010-11,2010-09-11,Real Madrid,Osasuna,1,2,12,0.7,2.1,0.9,12,0.2,1.1,1.4,-3,0.6,1.8,1.2,3,1.17,6.7,15.0,1,0,1
2010-11,2010-09-11,Valencia,Santander,1,3,16,0.7,1.7,0.9,8,0.2,1.2,2.0,-8,0.4,1.0,1.2,-1,1.45,4.18,7.0,1,0,1
2010-11,2010-09-12,Getafe,Levante,1,6,21,0.5,1.8,1.2,6,0.2,1.0,2.4,-14,0.4,1.0,1.0,0,1.6,3.7,5.61,4,1,1
2010-11,2010-09-12,Sevilla,La Coruna,1,4,10,0.7,2.9,1.5,14,0.1,0.3,1.4,-11,0.4,1.2,1.0,1,1.5,3.91,6.81,0,0,0
2010-11,2010-09-12,Sp Gijon,Mallorca,1,15,5,0.0,0.5,1.9,-14,0.4,1.4,1.1,3,0.5,1.5,1.25,1,2.42,3.24,2.88,2,0,1
2010-11,2010-09-12,Villarreal,Espanol,1,7,11,0.5,1.5,1.7,-2,0.4,1.1,1.1,0,0.4,0.6,0.0,3,1.78,3.48,4.52,4,0,1
2010-11,2010-09-12,Zaragoza,Malaga,1,14,17,0.3,1.1,1.1,0,0.0,0.9,1.5,-6,0.6,1.2,0.4,4,1.93,3.31,3.92,3,5,-1
2010-11,2010-09-13,Almeria,Sociedad,1,13,21,0.1,1.2,1.7,-5,0.5,1.3,1.0,3,0.0,0.0,0.0,0,2.21,3.24,3.17,2,2,0
2010-11,2010-09-18,Espanol,Almeria,1,11,13,0.4,1.0,1.4,-4,0.1,1.3,1.8,-5,0.6,1.8,1.0,4,2.01,3.27,3.79,1,0,1
2010-11,2010-09-18,Mallorca,Osasuna,1,5,12,0.4,1.3,1.2,1,0.2,1.1,1.2,-1,0.6,1.2,0.6,3,1.95,3.34,3.92,2,0,1
2010-11,2010-09-18,Sociedad,Real Madrid,1,21,2,0.4,1.4,1.2,2,0.7,2.0,0.9,11,0.0,0.8,1.8,-5,8.43,4.44,1.37,1,2,-1
2010-11,2010-09-18,Sp Gijon,Ath Bilbao,1,15,8,0.1,0.5,1.7,-12,0.3,1.1,1.4,-3,0.25,0.75,1.25,-2,2.41,3.26,2.88,2,2,0
2010-11,2010-09-19,Levante,Villarreal,1,21,7,0.2,1.0,2.6,-16,0.5,1.7,1.7,0,0.0,0.6,2.4,-9,3.61,3.31,2.04,1,2,-1
2010-11,2010-09-19,Hercules,Valencia,1,21,3,0.5,1.0,0.5,1,0.7,1.5,0.9,6,0.0,0.0,0.0,0,3.33,3.26,2.18,1,2,-1
2010-11,2010-09-19,Santander,Zaragoza,1,16,14,0.2,1.2,1.9,-7,0.2,1.2,1.6,-4,0.0,1.0,1.0,0,2.24,3.24,3.19,2,0,1
2010-11,2010-09-19,Malaga,Sevilla,1,17,4,0.1,1.4,1.6,-2,0.6,2.6,1.5,11,0.2,1.2,1.6,-2,3.18,3.28,2.24,1,2,-1
2010-11,2010-09-19,Ath Madrid,Barcelona,1,9,1,0.4,1.6,1.7,-1,0.8,2.6,0.7,19,0.6,2.6,3.4,-4,4.68,3.73,1.71,1,2,-1
2010-11,2010-09-20,La Coruna,Getafe,1,10,6,0.1,0.3,1.1,-8,0.6,2.1,1.2,9,0.4,1.4,1.2,1,2.24,3.21,3.13,2,2,0
2010-11,2010-09-21,Ath Bilbao,Mallorca,1,8,5,0.2,0.9,1.5,-6,0.4,1.2,1.0,2,0.2,1.4,2.2,-4,1.97,3.36,3.79,3,0,1
2010-11,2010-09-21,Osasuna,Sociedad,1,12,21,0.1,0.9,1.4,-5,0.3,1.3,1.4,-1,0.6,1.4,1.0,2,2.1,3.23,3.51,3,1,1
2010-11,2010-09-21,Real Madrid,Espanol,1,2,11,0.8,2.2,0.8,14,0.4,0.8,1.4,-6,0.8,2.4,0.6,9,1.17,6.81,15.57,3,0,1
2010-11,2010-09-22,Almeria,Levante,1,13,21,0.1,1.2,1.5,-3,0.2,1.1,2.5,-14,0.5,1.0,2.0,-2,1.79,3.46,4.54,0,1,-1
2010-11,2010-09-22,Barcelona,Sp Gijon,1,1,15,0.8,2.6,0.8,18,0.1,0.7,1.8,-11,1.0,3.25,0.5,11,1.13,7.57,17.71,1,0,1
2010-11,2010-09-22,Valencia,Ath Madrid,1,3,9,0.8,1.5,0.7,8,0.4,1.7,1.6,1,0.4,1.8,1.8,0,2.13,3.29,3.39,1,1,0
2010-11,2010-09-22,Zaragoza,Hercules,1,14,21,0.2,1.2,1.6,-4,0.33,1.0,1.0,0,0.0,0.0,0.0,0,1.99,3.32,3.76,0,0,0
2010-11,2010-09-23,Getafe,Malaga,1,6,17,0.5,2.2,1.4,8,0.1,1.4,1.6,-2,0.4,1.2,1.4,-1,1.82,3.4,4.25,0,2,-1
2010-11,2010-09-23,Sevilla,Santander,1,4,16,0.6,2.6,1.5,11,0.3,1.3,1.8,-5,0.4,2.0,1.2,4,1.47,4.03,7.14,1,1,0
2010-11,2010-09-23,Villarreal,La Coruna,1,7,10,0.5,1.8,1.8,0,0.1,0.4,1.2,-8,0.6,0.8,0.8,0,1.72,3.53,4.73,1,0,1
2010-11,2010-09-25,Levante,Real Madrid,1,21,2,0.2,1.1,2.5,-14,0.8,2.3,0.7,16,0.2,0.8,2.6,-9,11.29,5.46,1.26,0,0,0
2010-11,2010-09-25,Sp Gijon,Valencia,1,15,3,0.1,0.7,1.7,-10,0.7,1.4,0.8,6,0.25,2.0,2.0,0,3.31,3.29,2.16,0,2,-1
2010-11,2010-09-25,Ath Bilbao,Barcelona,1,8,1,0.3,1.2,1.3,-1,0.8,2.4,0.8,16,0.0,0.6,1.8,-6,5.61,3.74,1.6,1,3,-1
2010-11,2010-09-26,Ath Madrid,Zaragoza,1,9,14,0.4,1.7,1.5,2,0.2,1.1,1.5,-4,0.4,1.6,1.0,3,1.52,3.97,6.21,1,0,1
2010-11,2010-09-26,Espanol,Osasuna,1,11,12,0.4,0.7,1.4,-7,0.2,1.0,1.3,-3,0.4,0.6,1.0,-2,2.14,3.19,3.51,1,0,1
2010-11,2010-09-26,Hercules,Sevilla,1,21,4,0.25,0.75,0.75,0,0.6,2.6,1.4,12,0.0,0.0,0.0,0,3.24,3.27,2.17,2,0,1
2010-11,2010-09-26,La Coruna,Almeria,1,10,13,0.1,0.4,1.0,-6,0.1,1.1,1.4,-3,0.4,0.8,0.4,2,2.07,3.28,3.57,0,2,-1
2010-11,2010-09-26,Mallorca,Sociedad,1,5,21,0.4,1.1,1.2,-1,0.3,1.4,1.6,-2,0.4,2.0,1.8,1,2.01,3.3,3.71,2,0,1
2010-11,2010-09-26,Santander,Getafe,1,16,6,0.2,1.1,1.8,-7,0.4,1.9,1.6,3,0.2,0.8,1.4,-3,2.36,3.24,2.9,0,1,-1
2010-11,2010-09-27,Malaga,Villarreal,1,17,7,0.2,1.4,1.4,0,0.6,1.9,1.5,4,0.4,1.6,1.2,2,2.85,3.3,2.42,2,3,-1
2010-11,2010-10-02,Sociedad,Espanol,1,21,11,0.3,1.4,1.6,-2,0.5,0.8,1.4,-6,0.0,0.6,1.2,-3,2.21,3.24,3.23,1,0,1
2010-11,2010-10-02,Valencia,Ath Bilbao,1,3,8,0.8,1.6,0.6,10,0.3,1.3,1.6,-3,0.6,1.8,1.8,0,1.66,3.61,5.14,2,1,1
2010-11,2010-10-02,Zaragoza,Sp Gijon,1,14,15,0.2,1.1,1.6,-5,0.1,0.7,1.6,-9,0.0,1.0,2.0,-2,2.04,3.31,3.56,2,2,0
2010-11,2010-10-03,Barcelona,Mallorca,1,1,5,0.9,2.7,0.9,18,0.4,1.1,1.2,-1,0.6,2.2,1.6,3,1.18,6.57,14.29,1,1,0
